id,address_state,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,loan_category,good_loan_flag,bad_loan_flag,issue_year,issue_month,issue_month_name,issue_year_month,payment_difference,payment_ratio
376257,CT,3 years,Chemtura,C,MORTGAGE,2021-10-02,2021-06-15,2021-06-12,Fully Paid,2021-07-12,399200,Debt consolidation,C3,36 months,Not Verified,114400.0,0.1467,678.49,0.1348,20000,34,24161,Good Loan,1,0,2021.0,10.0,October,2021-10,4161,1.208
850382,LA,3 years,Koch Nitrogen,C,MORTGAGE,2021-11-08,2021-01-14,2021-01-14,Fully Paid,2021-02-14,1062202,Debt consolidation,C5,36 months,Not Verified,54000.0,0.2378,347.79,0.1523,10000,22,12121,Good Loan,1,0,2021.0,11.0,November,2021-11,2121,1.2121
444504,UT,4 years,Stock components,C,MORTGAGE,2021-09-10,2021-04-15,2021-10-12,Fully Paid,2021-11-12,542020,Debt consolidation,C2,36 months,Not Verified,58000.0,0.169,304.21,0.1322,9000,19,10952,Good Loan,1,0,2021.0,9.0,September,2021-09,1952,1.2169
411477,NH,4 years,Best Ford Inc,C,MORTGAGE,2021-10-01,2021-11-15,2021-07-12,Fully Paid,2021-08-12,463830,Debt consolidation,C4,36 months,Not Verified,75000.0,0.1624,491.58,0.1392,14400,30,17542,Good Loan,1,0,2021.0,10.0,October,2021-10,3142,1.2182
482076,NJ,5 years,Con Edison,C,MORTGAGE,2021-10-02,2021-04-16,2021-02-13,Fully Paid,2021-03-13,613163,Debt consolidation,C1,36 months,Not Verified,90000.0,0.2275,402.8,0.1273,12000,18,14502,Good Loan,1,0,2021.0,10.0,October,2021-10,2502,1.2085
1044801,IL,5 years,University of Chicago Medical Center,C,MORTGAGE,2021-11-11,2021-05-16,2021-11-14,Fully Paid,2021-12-14,1275166,Debt consolidation,C3,36 months,Not Verified,92700.0,0.0264,51.75,0.1465,1500,18,1862,Good Loan,1,0,2021.0,11.0,November,2021-11,362,1.2413
302796,PA,5 years,"Gaudenzia, Inc.",C,MORTGAGE,2021-08-03,2021-04-16,2021-04-11,Fully Paid,2021-05-11,302742,Debt consolidation,C5,36 months,Not Verified,29000.0,0.0418,50.03,0.1229,1500,6,1801,Good Loan,1,0,2021.0,8.0,August,2021-08,301,1.2007
467930,IL,5 years,"CIPAFilter, LLC",C,MORTGAGE,2021-09-12,2021-12-15,2021-08-11,Fully Paid,2021-09-11,589059,Debt consolidation,C5,36 months,Not Verified,55900.0,0.1565,624.37,0.1426,18200,24,21536,Good Loan,1,0,2021.0,9.0,September,2021-09,3336,1.1833
860705,CA,6 years,First Presbyterian Church of Wildomar,C,MORTGAGE,2021-11-08,2021-07-15,2021-11-12,Fully Paid,2021-12-12,1057143,Debt consolidation,C1,36 months,Not Verified,57000.0,0.1571,303.21,0.1299,9000,22,10026,Good Loan,1,0,2021.0,11.0,November,2021-11,1026,1.114
577452,AL,7 years,Church and Stagg,C,MORTGAGE,2021-10-09,2021-11-15,2021-05-14,Fully Paid,2021-06-14,742566,Debt consolidation,C3,36 months,Not Verified,38500.0,0.168,119.59,0.1398,3500,14,4344,Good Loan,1,0,2021.0,10.0,October,2021-10,844,1.2411
434265,CT,8 years,Country Kids,C,MORTGAGE,2021-09-08,2021-11-15,2021-03-11,Fully Paid,2021-04-11,517934,Debt consolidation,C5,36 months,Not Verified,50000.0,0.2266,543.75,0.1426,15850,20,18656,Good Loan,1,0,2021.0,9.0,September,2021-09,2806,1.177
454392,NJ,< 1 year,Not Specified,C,MORTGAGE,2021-09-11,2021-11-12,2021-11-12,Fully Paid,2021-12-12,562638,Debt consolidation,C1,36 months,Not Verified,75996.0,0.0158,121.08,0.1287,3600,10,4359,Good Loan,1,0,2021.0,9.0,September,2021-09,759,1.2108
483989,TX,< 1 year,kirkwood manor,C,MORTGAGE,2021-10-02,2021-02-13,2021-02-13,Fully Paid,2021-03-13,616029,Debt consolidation,C1,36 months,Not Verified,40000.0,0.0936,134.27,0.1273,4000,19,4834,Good Loan,1,0,2021.0,10.0,October,2021-10,834,1.2085
469156,PA,< 1 year,Guardian Protection Services,C,MORTGAGE,2021-09-12,2021-05-16,2021-11-12,Fully Paid,2021-12-12,591444,Debt consolidation,C4,36 months,Not Verified,118000.0,0.2198,170.69,0.1392,5000,30,6232,Good Loan,1,0,2021.0,9.0,September,2021-09,1232,1.2464
599147,NV,< 1 year,DOD Civ US Army,C,MORTGAGE,2021-10-10,2021-10-14,2021-11-13,Fully Paid,2021-12-13,768975,Debt consolidation,C5,36 months,Not Verified,136000.0,0.209,165.74,0.1472,4800,26,5967,Good Loan,1,0,2021.0,10.0,October,2021-10,1167,1.2431
348819,CA,10+ years,Metro Water District,C,MORTGAGE,2021-08-06,2021-10-10,2021-10-10,Fully Paid,2021-11-10,350185,Debt consolidation,C4,36 months,Not Verified,91000.0,0.0789,249.0,0.1197,7500,42,8880,Good Loan,1,0,2021.0,8.0,August,2021-08,1380,1.184
314843,TX,2 years,Computer Solutions,C,MORTGAGE,2021-08-04,2021-04-11,2021-04-11,Fully Paid,2021-05-11,314840,Debt consolidation,C4,36 months,Not Verified,48000.0,0.1303,166.0,0.1197,5000,27,5976,Good Loan,1,0,2021.0,8.0,August,2021-08,976,1.1952
549796,WY,10+ years,Sweetwater School Dist 2,C,MORTGAGE,2021-10-07,2021-06-12,2021-07-12,Fully Paid,2021-08-12,708753,Debt consolidation,C3,36 months,Not Verified,51888.0,0.228,239.18,0.1398,7000,29,8371,Good Loan,1,0,2021.0,10.0,October,2021-10,1371,1.1959
446340,TX,1 year,Endeca Technologies,D,MORTGAGE,2021-09-10,2021-02-13,2021-10-12,Fully Paid,2021-11-12,545773,Debt consolidation,D4,36 months,Not Verified,130000.0,0.0694,195.93,0.1565,5600,12,7053,Good Loan,1,0,2021.0,9.0,September,2021-09,1453,1.2595
489202,CO,1 year,Colorado Springs Team Real Estate,D,MORTGAGE,2021-10-03,2021-04-13,2021-04-13,Fully Paid,2021-05-13,624087,Debt consolidation,D5,36 months,Not Verified,60000.0,0.2058,598.3,0.1607,17000,16,21788,Good Loan,1,0,2021.0,10.0,October,2021-10,4788,1.2816
499006,DC,10+ years,engineers outlet,D,MORTGAGE,2021-10-04,2021-05-16,2021-04-12,Fully Paid,2021-05-12,640253,Debt consolidation,D1,36 months,Not Verified,42000.0,0.2117,344.65,0.1459,10000,25,12098,Good Loan,1,0,2021.0,10.0,October,2021-10,2098,1.2098
907139,SC,10+ years,Michelin North America,D,MORTGAGE,2021-11-10,2021-10-13,2021-10-13,Fully Paid,2021-11-13,1127690,Debt consolidation,D2,36 months,Not Verified,55000.0,0.2496,235.45,0.1677,6625,21,8236,Good Loan,1,0,2021.0,11.0,November,2021-11,1611,1.2432
465903,MO,10+ years,"Kansas City, Mo PD and National Guard",D,MORTGAGE,2021-09-12,2021-05-16,2021-12-12,Fully Paid,2022-01-12,584836,Debt consolidation,D2,36 months,Not Verified,67000.0,0.2174,840.15,0.1496,24250,33,30245,Good Loan,1,0,2021.0,9.0,September,2021-09,5995,1.2472
587428,WV,10+ years,Appalachian Electronic Instruments Inc.,D,MORTGAGE,2021-10-09,2021-02-15,2021-10-13,Fully Paid,2021-11-13,754711,Debt consolidation,D3,36 months,Not Verified,40000.0,0.0072,122.33,0.1558,3500,8,4404,Good Loan,1,0,2021.0,10.0,October,2021-10,904,1.2583
491618,FL,10+ years,City of Hialeah,D,MORTGAGE,2021-10-03,2021-11-12,2021-10-10,Fully Paid,2021-11-10,628318,Debt consolidation,D3,36 months,Not Verified,80000.0,0.2257,870.71,0.1533,25000,36,27086,Good Loan,1,0,2021.0,10.0,October,2021-10,2086,1.0834
469964,TX,10+ years,Fusion Inc,D,MORTGAGE,2021-10-01,2021-05-16,2021-08-12,Fully Paid,2021-09-12,593105,Debt consolidation,D5,36 months,Not Verified,100000.0,0.1891,527.36,0.16,15000,16,18883,Good Loan,1,0,2021.0,10.0,October,2021-10,3883,1.2589
456474,NJ,10+ years,Citigroup,D,MORTGAGE,2021-09-11,2021-05-16,2021-09-12,Fully Paid,2021-10-12,566902,Debt consolidation,D5,36 months,Not Verified,98000.0,0.0606,168.76,0.16,4800,18,6069,Good Loan,1,0,2021.0,9.0,September,2021-09,1269,1.2644
290199,FL,2 years,Self-Employed,D,MORTGAGE,2021-08-03,2021-09-15,2021-07-10,Fully Paid,2021-08-10,290196,Debt consolidation,D1,36 months,Not Verified,66000.0,0.134,670.13,0.1261,20000,31,23820,Good Loan,1,0,2021.0,8.0,August,2021-08,3820,1.191
542601,FL,2 years,Nurse on Call,D,MORTGAGE,2021-10-07,2021-07-13,2021-07-13,Fully Paid,2021-08-13,700187,Debt consolidation,D1,36 months,Not Verified,71000.0,0.1783,255.95,0.1484,7400,23,9214,Good Loan,1,0,2021.0,10.0,October,2021-10,1814,1.2451
618343,GA,2 years,Trinity Lfiestyles Management,D,MORTGAGE,2021-10-11,2021-05-16,2021-04-11,Fully Paid,2021-05-11,792667,Debt consolidation,D3,36 months,Not Verified,60000.0,0.1556,518.74,0.1483,15000,44,15717,Good Loan,1,0,2021.0,10.0,October,2021-10,717,1.0478
489130,FL,2 years,Kaufman  Rossin  and  Co.,D,MORTGAGE,2021-10-03,2021-05-16,2021-04-12,Fully Paid,2021-05-12,623978,Debt consolidation,D4,36 months,Not Verified,103000.0,0.2311,875.27,0.157,25000,44,30795,Good Loan,1,0,2021.0,10.0,October,2021-10,5795,1.2318
346294,GA,2 years,Lehigh Technologies of GA,D,MORTGAGE,2021-08-05,2021-01-13,2021-05-11,Fully Paid,2021-06-11,345828,Debt consolidation,D5,36 months,Not Verified,62000.0,0.1924,255.86,0.1387,7500,18,9211,Good Loan,1,0,2021.0,8.0,August,2021-08,1711,1.2281
528790,CA,3 years,"C.A.S.E., Inc.",D,MORTGAGE,2021-10-06,2021-06-15,2021-07-13,Fully Paid,2021-08-13,683896,Debt consolidation,D1,36 months,Not Verified,42000.0,0.0794,345.88,0.1484,10000,10,12452,Good Loan,1,0,2021.0,10.0,October,2021-10,2452,1.2452
495303,MD,3 years,Prince Georges County Public Schools,D,MORTGAGE,2021-10-03,2021-09-12,2021-09-12,Fully Paid,2021-10-12,634361,Debt consolidation,D1,36 months,Not Verified,65993.0,0.2013,310.19,0.1459,9000,33,11021,Good Loan,1,0,2021.0,10.0,October,2021-10,2021,1.2246
540779,OR,3 years,oregon department of corrections,D,MORTGAGE,2021-10-07,2021-05-14,2021-06-11,Fully Paid,2021-07-11,698139,Debt consolidation,D2,36 months,Not Verified,51500.0,0.1943,333.78,0.1521,9600,29,10785,Good Loan,1,0,2021.0,10.0,October,2021-10,1185,1.1234
507907,NJ,3 years,BATS Exchange,D,MORTGAGE,2021-10-05,2021-04-15,2021-04-11,Fully Paid,2021-05-11,655165,Debt consolidation,D5,36 months,Not Verified,316800.0,0.0725,682.77,0.1607,19400,26,21934,Good Loan,1,0,2021.0,10.0,October,2021-10,2534,1.1306
838220,SC,4 years,Southeastern Products Inc,D,MORTGAGE,2021-11-08,2021-08-14,2021-08-14,Fully Paid,2021-09-14,1048285,Debt consolidation,D1,36 months,Not Verified,45000.0,0.0803,69.94,0.1562,2000,11,2518,Good Loan,1,0,2021.0,11.0,November,2021-11,518,1.259
481485,CA,4 years,NISCAYAH,D,MORTGAGE,2021-10-02,2021-05-16,2021-02-13,Fully Paid,2021-03-13,612381,Debt consolidation,D2,36 months,Not Verified,80000.0,0.1324,173.24,0.1496,5000,9,6237,Good Loan,1,0,2021.0,10.0,October,2021-10,1237,1.2474
775126,KY,4 years,c & i engineering,D,MORTGAGE,2021-11-06,2021-09-12,2021-09-12,Fully Paid,2021-10-12,977360,Debt consolidation,D2,36 months,Not Verified,65000.0,0.1106,337.47,0.1599,9600,27,11123,Good Loan,1,0,2021.0,11.0,November,2021-11,1523,1.1586
497384,TX,4 years,Apache Corporation,D,MORTGAGE,2021-10-03,2021-12-14,2021-04-13,Fully Paid,2021-05-13,637654,Debt consolidation,D2,36 months,Not Verified,49600.0,0.1965,346.47,0.1496,10000,19,12473,Good Loan,1,0,2021.0,10.0,October,2021-10,2473,1.2473
502595,FL,4 years,Coca Cola North America,D,MORTGAGE,2021-10-04,2021-02-13,2021-02-13,Fully Paid,2021-03-13,646377,Debt consolidation,D2,36 months,Not Verified,36000.0,0.208,69.3,0.1496,2000,17,2554,Good Loan,1,0,2021.0,10.0,October,2021-10,554,1.277
486422,MA,4 years,radius health care center danver,D,MORTGAGE,2021-10-03,2021-05-14,2021-06-11,Fully Paid,2021-07-11,619904,Debt consolidation,D4,36 months,Not Verified,69000.0,0.0929,560.18,0.157,16000,27,18630,Good Loan,1,0,2021.0,10.0,October,2021-10,2630,1.1644
460855,TX,4 years,HCMLP,D,MORTGAGE,2021-09-11,2021-08-14,2021-12-12,Fully Paid,2022-01-12,575603,Debt consolidation,D4,36 months,Not Verified,190000.0,0.0821,419.84,0.1565,12000,26,15115,Good Loan,1,0,2021.0,9.0,September,2021-09,3115,1.2596
780371,OH,4 years,Crump Life Insurance,D,MORTGAGE,2021-11-06,2021-06-14,2021-06-14,Fully Paid,2021-07-14,983154,Debt consolidation,D5,36 months,Not Verified,45000.0,0.1915,545.99,0.1849,15000,44,19655,Good Loan,1,0,2021.0,11.0,November,2021-11,4655,1.3103
492720,CO,5 years,CSG Systems Inc,D,MORTGAGE,2021-10-03,2021-10-13,2021-09-12,Fully Paid,2021-10-12,630195,Debt consolidation,D4,36 months,Not Verified,68902.67,0.2262,875.27,0.157,25000,22,31277,Good Loan,1,0,2021.0,10.0,October,2021-10,6277,1.2511
535352,CA,6 years,Elk Grove Unified School District,D,MORTGAGE,2021-10-06,2021-01-14,2021-07-13,Fully Paid,2021-08-13,691770,Debt consolidation,D1,36 months,Not Verified,57335.0,0.089,570.69,0.1484,16500,8,20545,Good Loan,1,0,2021.0,10.0,October,2021-10,4045,1.2452
602852,SC,6 years,Albany International Corp.,D,MORTGAGE,2021-10-10,2021-05-12,2021-05-12,Fully Paid,2021-06-12,773511,Debt consolidation,D3,36 months,Not Verified,52000.0,0.0554,414.99,0.1483,12000,8,13978,Good Loan,1,0,2021.0,10.0,October,2021-10,1978,1.1648
485821,LA,8 years,excel construction,D,MORTGAGE,2021-10-02,2021-03-13,2021-03-13,Fully Paid,2021-04-13,619007,Debt consolidation,D3,36 months,Not Verified,95000.0,0.1592,557.26,0.1533,16000,20,20064,Good Loan,1,0,2021.0,10.0,October,2021-10,4064,1.254
509330,AL,9 years,Randall-Reilly Publishing Co.,D,MORTGAGE,2021-10-04,2021-08-13,2021-02-12,Fully Paid,2021-03-12,657348,Debt consolidation,D2,36 months,Not Verified,72000.0,0.1493,346.47,0.1496,10000,17,12029,Good Loan,1,0,2021.0,10.0,October,2021-10,2029,1.2029
499806,NJ,9 years,St. Peter's University Hospital,D,MORTGAGE,2021-10-04,2021-12-11,2021-12-11,Fully Paid,2022-01-11,641678,Debt consolidation,D3,36 months,Not Verified,63500.0,0.1391,417.94,0.1533,12000,13,14206,Good Loan,1,0,2021.0,10.0,October,2021-10,2206,1.1838
488243,AZ,< 1 year,Pueblo Family Physicians,D,MORTGAGE,2021-10-03,2021-03-16,2021-03-13,Fully Paid,2021-04-13,622574,Debt consolidation,D2,36 months,Not Verified,95000.0,0.2187,692.93,0.1496,20000,25,24946,Good Loan,1,0,2021.0,10.0,October,2021-10,4946,1.2473
461717,SC,< 1 year,St. Johns United Methodist Church,D,MORTGAGE,2021-09-11,2021-12-12,2021-12-12,Fully Paid,2022-01-12,577225,Debt consolidation,D3,36 months,Not Verified,25000.0,0.1373,217.6,0.1531,6250,6,7834,Good Loan,1,0,2021.0,9.0,September,2021-09,1584,1.2534
484764,AZ,< 1 year,Prescott Cardiology,D,MORTGAGE,2021-10-02,2021-11-12,2021-10-12,Fully Paid,2021-11-12,398393,Debt consolidation,D3,36 months,Not Verified,300000.0,0.1616,870.71,0.1533,25000,23,31237,Good Loan,1,0,2021.0,10.0,October,2021-10,6237,1.2495
474462,CA,< 1 year,Not Specified,D,MORTGAGE,2021-10-01,2021-01-12,2021-01-12,Fully Paid,2021-02-12,600152,Debt consolidation,D3,36 months,Not Verified,120000.0,0.0839,870.39,0.1531,25000,27,30397,Good Loan,1,0,2021.0,10.0,October,2021-10,5397,1.2159
513523,OH,1 year,Cranley Surgical Associates,D,MORTGAGE,2021-10-05,2021-05-13,2021-05-13,Fully Paid,2021-06-13,663550,Debt consolidation,D5,36 months,Not Verified,24000.0,0.05,98.55,0.1607,2800,8,3564,Good Loan,1,0,2021.0,10.0,October,2021-10,764,1.2729
970600,PA,10+ years,Monongahela,D,MORTGAGE,2021-11-09,2021-05-16,2021-10-14,Fully Paid,2021-11-14,1191873,Debt consolidation,D1,36 months,Not Verified,32000.0,0.1995,35.31,0.1629,1000,31,1271,Good Loan,1,0,2021.0,11.0,November,2021-11,271,1.271
347805,NE,10+ years,US Air Force,D,MORTGAGE,2021-08-05,2021-11-12,2021-05-11,Fully Paid,2021-06-11,346553,Debt consolidation,D1,36 months,Not Verified,75000.0,0.2058,251.3,0.1261,7500,34,9047,Good Loan,1,0,2021.0,8.0,August,2021-08,1547,1.2063
452896,NY,10+ years,Office of Court Administration,D,MORTGAGE,2021-09-11,2021-11-14,2021-11-14,Fully Paid,2021-12-14,559429,Debt consolidation,D1,36 months,Not Verified,103500.0,0.1388,832.58,0.1461,24150,50,32298,Good Loan,1,0,2021.0,9.0,September,2021-09,8148,1.3374
482368,FL,10+ years,Miami-Dade County Public Schools,D,MORTGAGE,2021-10-02,2021-02-13,2021-03-13,Fully Paid,2021-04-13,613602,Debt consolidation,D2,36 months,Not Verified,41000.0,0.1642,346.47,0.1496,10000,34,12473,Good Loan,1,0,2021.0,10.0,October,2021-10,2473,1.2473
587343,TX,2 years,Cook Childrens Medical Center,D,MORTGAGE,2021-10-09,2021-04-16,2021-10-13,Fully Paid,2021-11-13,754587,Debt consolidation,D2,36 months,Not Verified,87504.0,0.0459,417.22,0.1521,12000,29,15020,Good Loan,1,0,2021.0,10.0,October,2021-10,3020,1.2517
566825,TX,4 years,city of tyler,D,MORTGAGE,2021-10-08,2021-05-16,2021-09-13,Fully Paid,2021-10-13,729214,Debt consolidation,D3,36 months,Not Verified,60000.0,0.115,419.41,0.1558,12000,36,15099,Good Loan,1,0,2021.0,10.0,October,2021-10,3099,1.2582
492370,PA,5 years,WESCOTT FINANCIAL ADVISORY GROUP LLC,D,MORTGAGE,2021-10-03,2021-03-13,2021-03-13,Fully Paid,2021-04-13,629662,Debt consolidation,D2,36 months,Not Verified,130000.0,0.1476,866.16,0.1496,25000,26,31182,Good Loan,1,0,2021.0,10.0,October,2021-10,6182,1.2473
798635,TX,< 1 year,Texas Health Presbyterian Hospital Flowe,D,MORTGAGE,2021-11-09,2021-03-16,2021-09-14,Fully Paid,2021-10-14,1003770,Debt consolidation,D1,36 months,Not Verified,70000.0,0.0447,419.64,0.1562,12000,26,15107,Good Loan,1,0,2021.0,11.0,November,2021-11,3107,1.2589
389701,OH,< 1 year,Retired,D,MORTGAGE,2021-09-04,2021-04-12,2021-04-12,Fully Paid,2021-05-12,424147,Debt consolidation,D3,36 months,Not Verified,30000.0,0.1544,276.3,0.1474,8000,19,9947,Good Loan,1,0,2021.0,9.0,September,2021-09,1947,1.2434
884680,IL,10+ years,usps,D,MORTGAGE,2021-11-09,2021-10-14,2021-04-13,Fully Paid,2021-05-13,1100135,Debt consolidation,D1,36 months,Not Verified,58000.0,0.0914,225.93,0.1629,6400,26,7654,Good Loan,1,0,2021.0,11.0,November,2021-11,1254,1.1959
516486,CA,3 years,Siegel+Gale,D,MORTGAGE,2021-10-05,2021-02-13,2021-02-13,Fully Paid,2021-03-13,667538,Debt consolidation,D3,36 months,Not Verified,100000.0,0.1589,452.76,0.1533,13000,24,16185,Good Loan,1,0,2021.0,10.0,October,2021-10,3185,1.245
353366,NC,8 years,DHL Airways,D,MORTGAGE,2021-08-08,2021-12-08,2021-12-08,Fully Paid,2022-01-08,356970,Debt consolidation,D2,36 months,Not Verified,80500.0,0.2303,238.13,0.1317,7500,28,7349,Good Loan,1,0,2021.0,8.0,August,2021-08,-151,0.9799
530408,MA,3 years,boston medical center,D,MORTGAGE,2021-10-06,2021-04-16,2021-05-11,Fully Paid,2021-06-11,685857,Debt consolidation,D3,36 months,Not Verified,140000.0,0.167,524.26,0.1558,15000,44,16748,Good Loan,1,0,2021.0,10.0,October,2021-10,1748,1.1165
721856,HI,2 years,Swinerton Builders,D,MORTGAGE,2021-11-04,2021-05-16,2021-04-14,Fully Paid,2021-05-14,916564,Debt consolidation,D3,36 months,Not Verified,90000.0,0.1588,348.03,0.1528,10000,19,12529,Good Loan,1,0,2021.0,11.0,November,2021-11,2529,1.2529
637843,NJ,1 year,Loman Subaru,D,MORTGAGE,2021-10-12,2021-05-16,2021-12-12,Fully Paid,2022-01-12,817068,Debt consolidation,D1,36 months,Not Verified,40000.0,0.1518,239.55,0.1409,7000,8,8382,Good Loan,1,0,2021.0,10.0,October,2021-10,1382,1.1974
804141,GA,1 year,Travelers Insurance Co.,D,MORTGAGE,2021-11-07,2021-05-16,2021-02-14,Fully Paid,2021-03-14,1009976,Debt consolidation,D2,36 months,Not Verified,135000.0,0.1733,439.41,0.1599,12500,24,15733,Good Loan,1,0,2021.0,11.0,November,2021-11,3233,1.2586
444444,NY,10+ years,Secure Data Defense,D,MORTGAGE,2021-09-10,2021-04-16,2021-10-12,Fully Paid,2021-11-12,541887,Debt consolidation,D1,36 months,Not Verified,60000.0,0.2092,172.38,0.1461,5000,18,6205,Good Loan,1,0,2021.0,9.0,September,2021-09,1205,1.241
965179,OR,10+ years,Wells Faro Bank,D,MORTGAGE,2021-11-09,2021-05-14,2021-03-13,Fully Paid,2021-04-13,1169180,Debt consolidation,D1,36 months,Not Verified,65000.0,0.1916,254.17,0.1629,7200,19,8553,Good Loan,1,0,2021.0,11.0,November,2021-11,1353,1.1879
475642,TX,10+ years,"MD On Call, PA",D,MORTGAGE,2021-10-01,2021-07-13,2021-01-13,Fully Paid,2021-02-13,602206,Debt consolidation,D2,36 months,Not Verified,325000.0,0.111,623.61,0.1496,18000,30,22451,Good Loan,1,0,2021.0,10.0,October,2021-10,4451,1.2473
477531,PA,10+ years,horsham township,D,MORTGAGE,2021-10-01,2021-04-13,2021-04-11,Fully Paid,2021-05-11,605759,Debt consolidation,D3,36 months,Not Verified,90000.0,0.1679,522.23,0.1531,15000,20,17274,Good Loan,1,0,2021.0,10.0,October,2021-10,2274,1.1516
542610,FL,10+ years,Zurich of North America,D,MORTGAGE,2021-10-07,2021-07-13,2021-07-13,Fully Paid,2021-08-13,700196,Debt consolidation,D3,36 months,Not Verified,54000.0,0.2409,279.61,0.1558,8000,21,10066,Good Loan,1,0,2021.0,10.0,October,2021-10,2066,1.2582
523085,MD,10+ years,State Highway Administration,D,MORTGAGE,2021-10-06,2021-05-16,2021-10-11,Fully Paid,2021-11-11,676747,Debt consolidation,D3,36 months,Not Verified,93200.0,0.2423,570.56,0.1558,25000,26,19122,Good Loan,1,0,2021.0,10.0,October,2021-10,-5878,0.7649
488594,NJ,10+ years,Seahorse Discount Inc,D,MORTGAGE,2021-10-02,2021-03-13,2021-03-13,Fully Paid,2021-04-13,623182,Debt consolidation,D4,36 months,Not Verified,54442.0,0.1184,343.11,0.157,9800,14,12352,Good Loan,1,0,2021.0,10.0,October,2021-10,2552,1.2604
892658,NJ,2 years,JAP Consulting,D,MORTGAGE,2021-11-09,2021-05-16,2021-11-13,Fully Paid,2021-12-13,1109668,Debt consolidation,D3,36 months,Not Verified,65000.0,0.0932,286.3,0.1727,8000,18,10023,Good Loan,1,0,2021.0,11.0,November,2021-11,2023,1.2529
462396,NY,2 years,custom courier,D,MORTGAGE,2021-09-12,2021-05-15,2021-12-12,Fully Paid,2022-01-12,578411,Debt consolidation,D3,36 months,Not Verified,33800.0,0.1502,348.16,0.1531,10000,17,12534,Good Loan,1,0,2021.0,9.0,September,2021-09,2534,1.2534
395712,WV,2 years,Lewis D Gilbert,D,MORTGAGE,2021-09-05,2021-01-15,2021-06-11,Fully Paid,2021-07-11,435435,Debt consolidation,D5,36 months,Not Verified,21948.0,0.0191,139.39,0.1537,4000,7,4906,Good Loan,1,0,2021.0,9.0,September,2021-09,906,1.2265
472795,WV,3 years,Wells Fargo,D,MORTGAGE,2021-10-07,2021-08-11,2021-08-11,Fully Paid,2021-09-11,597079,Debt consolidation,D1,36 months,Not Verified,55000.0,0.1025,259.41,0.1484,7500,20,8471,Good Loan,1,0,2021.0,10.0,October,2021-10,971,1.1295
351878,NJ,3 years,NYLIM,D,MORTGAGE,2021-08-07,2021-07-12,2021-03-11,Fully Paid,2021-04-11,351266,Debt consolidation,D4,36 months,Not Verified,68000.0,0.1816,255.61,0.138,7500,21,9159,Good Loan,1,0,2021.0,8.0,August,2021-08,1659,1.2212
434585,FL,4 years,International Speedway Corporation,D,MORTGAGE,2021-09-08,2021-04-16,2021-09-12,Fully Paid,2021-10-12,518535,Debt consolidation,D1,36 months,Not Verified,78792.0,0.0804,189.62,0.1461,5500,11,6826,Good Loan,1,0,2021.0,9.0,September,2021-09,1326,1.2411
876782,FL,4 years,"Marlin Engineering, Inc",D,MORTGAGE,2021-11-09,2021-05-16,2021-09-14,Fully Paid,2021-10-14,1091465,Debt consolidation,D1,36 months,Not Verified,52000.0,0.0584,69.94,0.1562,2000,11,2518,Good Loan,1,0,2021.0,11.0,November,2021-11,518,1.259
764047,TX,4 years,"Toyotetsu Texas , Inc",D,MORTGAGE,2021-11-05,2021-09-14,2021-07-12,Fully Paid,2021-08-12,964720,Debt consolidation,D2,36 months,Not Verified,46113.6,0.0729,316.37,0.1599,9000,6,10144,Good Loan,1,0,2021.0,11.0,November,2021-11,1144,1.1271
373834,CT,4 years,Honda of Watertown,D,MORTGAGE,2021-09-01,2021-07-11,2021-07-11,Fully Paid,2021-08-11,394294,Debt consolidation,D2,36 months,Not Verified,34500.0,0.0758,154.73,0.1442,4500,6,5520,Good Loan,1,0,2021.0,9.0,September,2021-09,1020,1.2267
361874,IL,4 years,Loyola University Chicago,D,MORTGAGE,2021-08-11,2021-01-16,2021-11-11,Fully Paid,2021-12-11,370752,Debt consolidation,D3,36 months,Not Verified,67020.0,0.0415,340.88,0.1399,9975,20,12271,Good Loan,1,0,2021.0,8.0,August,2021-08,2296,1.2302
853861,TX,4 years,IDEA Public Schools,D,MORTGAGE,2021-11-08,2021-05-16,2021-09-14,Fully Paid,2021-10-14,1066054,Debt consolidation,D4,36 months,Not Verified,75996.0,0.1829,605.17,0.1689,17000,44,21786,Good Loan,1,0,2021.0,11.0,November,2021-11,4786,1.2815
935790,MO,5 years,Park HIll School District,D,MORTGAGE,2021-11-11,2021-12-15,2021-05-14,Fully Paid,2021-06-14,1156541,Debt consolidation,D2,36 months,Not Verified,64000.0,0.1832,426.47,0.1677,12000,29,15192,Good Loan,1,0,2021.0,11.0,November,2021-11,3192,1.266
1032007,NJ,5 years,Here For You LLC,D,MORTGAGE,2021-11-11,2021-11-14,2021-12-14,Fully Paid,2022-01-14,1261438,Debt consolidation,D2,36 months,Not Verified,55000.0,0.1455,394.48,0.1677,11100,18,14196,Good Loan,1,0,2021.0,11.0,November,2021-11,3096,1.2789
815350,CA,5 years,J Morita USA,D,MORTGAGE,2021-11-07,2021-05-16,2021-10-11,Fully Paid,2021-11-11,1023006,Debt consolidation,D4,36 months,Not Verified,186600.0,0.1444,398.7,0.1689,11200,32,11512,Good Loan,1,0,2021.0,11.0,November,2021-11,312,1.0279
